subject,qname,own,meta,qtext,actual,confidence
R_1fd4Q4HR2jMWzRO,riverSA,1,0.65,The Rub' al Khali is the longest river in Saudi Arabia.,0,0.7
R_1fd4Q4HR2jMWzRO,vjday,0,0.2,VJ Day occurred prior to VE Day,0,1
R_1fd4Q4HR2jMWzRO,landl,0,0.4,Paraguay is a landlocked country.,1,0.7
R_1fd4Q4HR2jMWzRO,louis,1,0.8,Marie Antoinette was married to Louis XVI,1,0.9
R_1fd4Q4HR2jMWzRO,uranus,1,0.4,Uranus is bigger than Saturn,0,0.6
R_1fd4Q4HR2jMWzRO,death,1,0.8,Socrates was sentenced to death,1,0.8
R_1fd4Q4HR2jMWzRO,Rosetta,1,0.6,The Rosetta Stone contains an Ancient Greek section,1,0.8
R_1fd4Q4HR2jMWzRO,anagram,1,0.7,There are no single word anagrams of the word 'anagram',1,1
R_1fd4Q4HR2jMWzRO,dot,1,0.4,The dot above an 'i' or 'j' is called a 'tittle',1,0.8
R_1fd4Q4HR2jMWzRO,iron,1,0.9,The Iron Age comes after the Bronze Age,1,1
R_1fd4Q4HR2jMWzRO,custer,1,0.8,Custer was defeated at Little Bighorn,1,0.9
R_1fd4Q4HR2jMWzRO,newz,1,0.6,Wellington is located on New Zealand's North Island.,1,0.7
R_1fd4Q4HR2jMWzRO,Ocean,1,0.8,The Indian Ocean is the third largest ocean in the world,1,0.9
R_1fd4Q4HR2jMWzRO,Berlin,1,0.7,The Berlin Wall was constructed by East Germany,1,0.6
R_1fd4Q4HR2jMWzRO,africa,1,0.75,There are more countries in Africa than Asia,1,0.9
R_1fd4Q4HR2jMWzRO,lincoln,0,0.3,Schuyler Colfax was Abraham Lincoln's Vice President,0,0.9
R_1fd4Q4HR2jMWzRO,atlantic,0,0.1,Columbus crossed the Atlantic in the Mary Rose,0,1
R_1fd4Q4HR2jMWzRO,femur,1,0.75,The longest bone in the human body is the femur,1,0.9
R_1fd4Q4HR2jMWzRO,year,1,0.8,A lightyear is a unit of distance,1,1
R_1fd4Q4HR2jMWzRO,Memphis,0,0.4,Memphis is the state capital of Tennessee,0,0.5
R_2ylUsHnK3guO5Wj,station,1,0.6,Grand Central in New York is the world's most used train station.,0,0.7
R_2ylUsHnK3guO5Wj,letters,1,0.9,There are more 5 letter words than 12 letter words,0,0.9
R_2ylUsHnK3guO5Wj,japan,0,0.3,Japan has the world's highest life expectancy,0,0.6
R_2ylUsHnK3guO5Wj,kili,1,0.5,Mount Kilimanjaro is higher than Denali,0,0.6
R_2ylUsHnK3guO5Wj,nile,1,0.8,The Nile River is more than double the length of the Volga,0,0.8
R_2ylUsHnK3guO5Wj,muon,0,0.4,A muon has negative electric charge,1,0.5
R_2ylUsHnK3guO5Wj,insects,1,0.9,Centipedes are considered insects,0,0.9
R_2ylUsHnK3guO5Wj,jhb,1,0.8,Johannesburg is one of South Africa's three capital cities,0,0.8
R_2ylUsHnK3guO5Wj,wu,1,0.6,More people speak Wu Chinese than Cantonese,1,0.6
R_2ylUsHnK3guO5Wj,living,0,0.5,More living languages originate in N/S America than Europe,1,0.5
R_2ylUsHnK3guO5Wj,mozam,1,0.5,Portuguese is the official language of Mozambique,1,0.5
R_2ylUsHnK3guO5Wj,red,1,0.5,Red is higher frequency light than Blue,0,0.5
R_2ylUsHnK3guO5Wj,russian,1,0.4,The Russian Cyrillic alphabet contains 29 letters,0,0.5
R_2ylUsHnK3guO5Wj,eggs,1,0.5,A monotreme is a mammal which lays eggs,1,0.5
R_2ylUsHnK3guO5Wj,ecuador,0,0.1,The point furthest from Earth's center is in Ecuador.,1,0.9
R_2ylUsHnK3guO5Wj,jupiter,1,0.6,Jupiter was first discovered by Galileo Galilei,0,0.7
R_2ylUsHnK3guO5Wj,Boer,0,0.2,The Crimean War was fought before the Boer Wars,1,0.5
R_2ylUsHnK3guO5Wj,moldova,0,0.5,Transnistria is a disputed territory in Moldova,1,0.5
R_2ylUsHnK3guO5Wj,alex,0,0.5,Alexander the Great became Pharaoh of Egypt,1,0.5
R_2ylUsHnK3guO5Wj,leg,1,0.9,Blackbeard had a wooden leg,0,0.9
R_2ylUsHnK3guO5Wj,alpha,0,0.5,An alpha particle is identical to a helium nucleus,1,0.5
R_2ylUsHnK3guO5Wj,china,1,0.7,China borders the same number of countries as Russia,1,0.7
R_2ylUsHnK3guO5Wj,constant,0,0.6,Avogadro's constant is greater than Planck's constant,1,0.5
R_2ylUsHnK3guO5Wj,joan,1,0.6,Joan of Arc fought at the Battle of Agincourt,0,0.6
R_2ylUsHnK3guO5Wj,nigeria,0,0.5,Nigeria is the country with most indigenous languages,0,0.5
R_2ylUsHnK3guO5Wj,zip,1,0.5,The Empire State Building has its own zip code.,1,0.6
R_2ylUsHnK3guO5Wj,khan,1,0.6,Genghis Khan's real name was Temujin,1,0.6
R_2ylUsHnK3guO5Wj,norway,1,0.75,Norway separated from Sweden in the 20th Century,1,0.6
R_2ylUsHnK3guO5Wj,baikal,1,0.5,Lake Baikal is the deepest lake in the world.,1,0.5
R_2ylUsHnK3guO5Wj,billy,0,0.4,Billy the Kid never actually shot anyone dead,0,0.6
R_2ylUsHnK3guO5Wj,cyprus,0,0.5,Cyprus is the only country to depict its map on its flag,0,0.5
R_2ylUsHnK3guO5Wj,Beijing,0,0.5,Shanghai has a greater population than Beijing,1,0.6
R_2ylUsHnK3guO5Wj,Borneo,0,0.5,The island of Borneo is occupied by three countries,1,0.5
R_2ylUsHnK3guO5Wj,churchil,1,0.7,Sir Winston churchil was a Labour Prime Minister,0,0.6
R_2ylUsHnK3guO5Wj,einstein,0,0.2,Albert Einstein never won a Nobel Prize in Physics,0,0.8
R_2ylUsHnK3guO5Wj,fluffy,0,0.5,There is no German word meaning 'fluffy',0,0.5
R_2ylUsHnK3guO5Wj,hydrogen,1,0.4,"When Hydrogen nuclei fuse, total mass decreases",1,0.5
R_2ylUsHnK3guO5Wj,indiana,1,0.5,"Of all the American state flags, Indiana's has the most stars.",0,0.5
R_2ylUsHnK3guO5Wj,euro,1,0.8,The currency of Switzerland is the Euro,0,0.7
R_2ylUsHnK3guO5Wj,Georgia,1,0.5,Abkhazia is a disputed territory in Georgia.,1,0.5
R_2ylUsHnK3guO5Wj,brass,1,0.6,Brass is an alloy of Copper and Mercury,0,0.7
R_2ylUsHnK3guO5Wj,faroe,0,0.5,The Faroe Islands are an Icelandic territory.,0,0.5
R_2ylUsHnK3guO5Wj,french,1,0.5,There are more native Japanese speakers than native French speakers,1,0.5
R_2ylUsHnK3guO5Wj,andes,1,0.6,Part of the Andes mountain range is in Brazil.,0,0.7
R_2ylUsHnK3guO5Wj,aorta,1,0.7,The aorta is a vein,0,0.7
R_2ylUsHnK3guO5Wj,bigben,0,0.5,The White House was built before Big Ben,1,0.6
R_2ylUsHnK3guO5Wj,Greek,1,0.5,There are 24 letters in the Greek alphabet,1,0.5
R_2ylUsHnK3guO5Wj,birm,1,0.6,"Birmingham, Alabama has a larger population than Birmingham, UK.",0,0.6
R_2ylUsHnK3guO5Wj,kyrgyz,0,0.5,More people speak Kyrgyz than Uzbek,0,0.5
R_2ylUsHnK3guO5Wj,leptons,1,0.5,Leptons are made up of quarks,0,0.5
R_2ylUsHnK3guO5Wj,macbeth,1,0.5,William Wallace lived before King Macbeth,0,0.5
R_2ylUsHnK3guO5Wj,iberian,1,0.6,Croatia is on the Iberian Peninsula.,0,0.6
R_2ylUsHnK3guO5Wj,nero,0,0.5,Nero was the first Roman Emperor,0,0.5
R_2ylUsHnK3guO5Wj,rome,0,0.1,The Magna Carta was signed in Rome,0,0.8
R_2ylUsHnK3guO5Wj,sahara,1,0.5,The Sahara Desert has a greater area than USA,0,0.5
R_2ylUsHnK3guO5Wj,cow,1,0.5,'Cheval' is French for 'cow',0,0.5
R_2ylUsHnK3guO5Wj,Tin,1,0.55,The chemical symbol for Tin is Sn,1,0.6
R_2ylUsHnK3guO5Wj,widow,1,0.5,Napoleon Bonaparte's first wife was a widow,1,0.5
R_2ylUsHnK3guO5Wj,rocket,0,0.5,Stephenson's Rocket was the first steam locomotive,0,0.5
R_2ylUsHnK3guO5Wj,nitrogen,1,0.95,Earth's atmosphere is mostly Nitrogen,1,1
R_2ylUsHnK3guO5Wj,riverSA,1,0.5,The Rub' al Khali is the longest river in Saudi Arabia.,0,0.5
R_2ylUsHnK3guO5Wj,vjday,0,0.2,VJ Day occurred prior to VE Day,0,1
R_2ylUsHnK3guO5Wj,landl,0,0.35,Paraguay is a landlocked country.,1,0.6
R_2ylUsHnK3guO5Wj,louis,1,0.7,Marie Antoinette was married to Louis XVI,1,0.6
R_2ylUsHnK3guO5Wj,uranus,0,0.15,Uranus is bigger than Saturn,0,0.9
R_2ylUsHnK3guO5Wj,death,0,0.5,Socrates was sentenced to death,1,0.5
R_2ylUsHnK3guO5Wj,Rosetta,1,0.7,The Rosetta Stone contains an Ancient Greek section,1,0.7
R_2ylUsHnK3guO5Wj,anagram,0,0.3,There are no single word anagrams of the word 'anagram',1,0.7
R_2ylUsHnK3guO5Wj,dot,0,0.5,The dot above an 'i' or 'j' is called a 'tittle',1,0.5
R_2ylUsHnK3guO5Wj,iron,1,0.95,The Iron Age comes after the Bronze Age,1,0.9
R_2ylUsHnK3guO5Wj,custer,1,0.8,Custer was defeated at Little Bighorn,1,0.9
R_2ylUsHnK3guO5Wj,newz,1,0.7,Wellington is located on New Zealand's North Island.,1,0.7
R_2ylUsHnK3guO5Wj,Ocean,1,0.75,The Indian Ocean is the third largest ocean in the world,1,0.8
R_2ylUsHnK3guO5Wj,Berlin,1,0.8,The Berlin Wall was constructed by East Germany,1,0.9
R_2ylUsHnK3guO5Wj,africa,1,0.55,There are more countries in Africa than Asia,1,0.6
R_2ylUsHnK3guO5Wj,lincoln,0,0.15,Schuyler Colfax was Abraham Lincoln's Vice President,0,0.8
R_2ylUsHnK3guO5Wj,atlantic,0,0.3,Columbus crossed the Atlantic in the Mary Rose,0,0.8
R_2ylUsHnK3guO5Wj,femur,1,0.9,The longest bone in the human body is the femur,1,0.9
R_2ylUsHnK3guO5Wj,year,1,0.9,A lightyear is a unit of distance,1,1
R_2ylUsHnK3guO5Wj,Memphis,1,0.95,Memphis is the state capital of Tennessee,0,0.9
R_0IpoOVIHwe2BkKB,station,0,0.6,Grand Central in New York is the world's most used train station.,0,0.7
R_0IpoOVIHwe2BkKB,letters,1,0.8,There are more 5 letter words than 12 letter words,0,0.7
R_0IpoOVIHwe2BkKB,japan,1,0.8,Japan has the world's highest life expectancy,0,0.6
R_0IpoOVIHwe2BkKB,kili,1,0.7,Mount Kilimanjaro is higher than Denali,0,0.7
R_0IpoOVIHwe2BkKB,nile,0,0.4,The Nile River is more than double the length of the Volga,0,0.6
R_0IpoOVIHwe2BkKB,muon,0,0.5,A muon has negative electric charge,1,0.6
R_0IpoOVIHwe2BkKB,insects,0,0.6,Centipedes are considered insects,0,0.6
R_0IpoOVIHwe2BkKB,jhb,0,0.5,Johannesburg is one of South Africa's three capital cities,0,0.5
R_0IpoOVIHwe2BkKB,wu,0,0.5,More people speak Wu Chinese than Cantonese,1,0.5
R_0IpoOVIHwe2BkKB,living,1,0.7,More living languages originate in N/S America than Europe,1,0.7
R_0IpoOVIHwe2BkKB,mozam,1,0.5,Portuguese is the official language of Mozambique,1,0.5
R_0IpoOVIHwe2BkKB,red,0,0.4,Red is higher frequency light than Blue,0,0.9
R_0IpoOVIHwe2BkKB,russian,1,0.5,The Russian Cyrillic alphabet contains 29 letters,0,0.6
R_0IpoOVIHwe2BkKB,eggs,1,0.6,A monotreme is a mammal which lays eggs,1,0.6
R_0IpoOVIHwe2BkKB,ecuador,0,0.2,The point furthest from Earth's center is in Ecuador.,1,0.6
R_0IpoOVIHwe2BkKB,jupiter,1,0.9,Jupiter was first discovered by Galileo Galilei,0,0.8
R_0IpoOVIHwe2BkKB,Boer,1,0.5,The Crimean War was fought before the Boer Wars,1,0.5
R_0IpoOVIHwe2BkKB,moldova,0,0.4,Transnistria is a disputed territory in Moldova,1,0.5
R_0IpoOVIHwe2BkKB,alex,1,0.8,Alexander the Great became Pharaoh of Egypt,1,1
R_0IpoOVIHwe2BkKB,leg,0,0.8,Blackbeard had a wooden leg,0,0.6
R_0IpoOVIHwe2BkKB,alpha,1,0.5,An alpha particle is identical to a helium nucleus,1,0.6
R_0IpoOVIHwe2BkKB,china,0,0.3,China borders the same number of countries as Russia,1,0.6
R_0IpoOVIHwe2BkKB,constant,1,0.5,Avogadro's constant is greater than Planck's constant,1,0.5
R_0IpoOVIHwe2BkKB,joan,0,0.8,Joan of Arc fought at the Battle of Agincourt,0,0.6
R_0IpoOVIHwe2BkKB,nigeria,1,0.5,Nigeria is the country with most indigenous languages,0,0.6
R_0IpoOVIHwe2BkKB,zip,1,0.9,The Empire State Building has its own zip code.,1,0.9
R_0IpoOVIHwe2BkKB,khan,1,0.5,Genghis Khan's real name was Temujin,1,0.5
R_0IpoOVIHwe2BkKB,norway,0,0.4,Norway separated from Sweden in the 20th Century,1,0.6
R_0IpoOVIHwe2BkKB,baikal,1,0.6,Lake Baikal is the deepest lake in the world.,1,0.6
R_0IpoOVIHwe2BkKB,billy,0,0.2,Billy the Kid never actually shot anyone dead,0,0.5
R_0IpoOVIHwe2BkKB,cyprus,1,0.5,Cyprus is the only country to depict its map on its flag,0,0.5
R_0IpoOVIHwe2BkKB,Beijing,1,0.5,Shanghai has a greater population than Beijing,1,0.5
R_0IpoOVIHwe2BkKB,Borneo,0,0.5,The island of Borneo is occupied by three countries,1,0.6
R_0IpoOVIHwe2BkKB,churchil,1,0.5,Sir Winston churchil was a Labour Prime Minister,0,0.5
R_0IpoOVIHwe2BkKB,einstein,0,0.1,Albert Einstein never won a Nobel Prize in Physics,0,0.7
R_0IpoOVIHwe2BkKB,fluffy,0,0.2,There is no German word meaning 'fluffy',0,0.7
R_0IpoOVIHwe2BkKB,hydrogen,1,0.6,"When Hydrogen nuclei fuse, total mass decreases",1,0.9
R_0IpoOVIHwe2BkKB,indiana,1,0.5,"Of all the American state flags, Indiana's has the most stars.",0,0.5
R_0IpoOVIHwe2BkKB,euro,0,0.75,The currency of Switzerland is the Euro,0,0.6
R_0IpoOVIHwe2BkKB,Georgia,1,0.75,Abkhazia is a disputed territory in Georgia.,1,0.7
R_0IpoOVIHwe2BkKB,brass,0,0.25,Brass is an alloy of Copper and Mercury,0,0.9
R_0IpoOVIHwe2BkKB,faroe,0,0.3,The Faroe Islands are an Icelandic territory.,0,0.6
R_0IpoOVIHwe2BkKB,french,0,0.4,There are more native Japanese speakers than native French speakers,1,0.6
R_0IpoOVIHwe2BkKB,andes,0,0.4,Part of the Andes mountain range is in Brazil.,0,0.7
R_0IpoOVIHwe2BkKB,aorta,0,0.4,The aorta is a vein,0,0.6
R_0IpoOVIHwe2BkKB,bigben,1,0.5,The White House was built before Big Ben,1,0.6
R_0IpoOVIHwe2BkKB,Greek,1,0.6,There are 24 letters in the Greek alphabet,1,0.6
R_0IpoOVIHwe2BkKB,birm,0,0.5,"Birmingham, Alabama has a larger population than Birmingham, UK.",0,0.5
R_0IpoOVIHwe2BkKB,kyrgyz,0,0.5,More people speak Kyrgyz than Uzbek,0,0.5
R_0IpoOVIHwe2BkKB,leptons,1,0.6,Leptons are made up of quarks,0,0.6
R_0IpoOVIHwe2BkKB,macbeth,0,0.2,William Wallace lived before King Macbeth,0,0.5
R_0IpoOVIHwe2BkKB,iberian,0,0.2,Croatia is on the Iberian Peninsula.,0,1
R_0IpoOVIHwe2BkKB,nero,0,0.2,Nero was the first Roman Emperor,0,0.9
R_0IpoOVIHwe2BkKB,rome,1,0.6,The Magna Carta was signed in Rome,0,0.6
R_0IpoOVIHwe2BkKB,sahara,1,0.6,The Sahara Desert has a greater area than USA,0,0.6
R_0IpoOVIHwe2BkKB,cow,0,0.5,'Cheval' is French for 'cow',0,0.5
R_0IpoOVIHwe2BkKB,Tin,1,0.8,The chemical symbol for Tin is Sn,1,0.8
R_0IpoOVIHwe2BkKB,widow,1,0.5,Napoleon Bonaparte's first wife was a widow,1,0.6
R_0IpoOVIHwe2BkKB,rocket,1,0.4,Stephenson's Rocket was the first steam locomotive,0,0.6
R_0IpoOVIHwe2BkKB,nitrogen,1,0.9,Earth's atmosphere is mostly Nitrogen,1,0.9
R_0IpoOVIHwe2BkKB,riverSA,1,0.5,The Rub' al Khali is the longest river in Saudi Arabia.,0,0.5
R_0IpoOVIHwe2BkKB,vjday,0,0.4,VJ Day occurred prior to VE Day,0,0.6
R_0IpoOVIHwe2BkKB,landl,0,0.5,Paraguay is a landlocked country.,1,0.6
R_0IpoOVIHwe2BkKB,louis,1,0.8,Marie Antoinette was married to Louis XVI,1,0.6
R_0IpoOVIHwe2BkKB,uranus,0,0.2,Uranus is bigger than Saturn,0,0.6
R_0IpoOVIHwe2BkKB,death,1,0.8,Socrates was sentenced to death,1,0.8
R_0IpoOVIHwe2BkKB,Rosetta,1,0.8,The Rosetta Stone contains an Ancient Greek section,1,0.9
R_0IpoOVIHwe2BkKB,anagram,1,0.5,There are no single word anagrams of the word 'anagram',1,0.5
R_0IpoOVIHwe2BkKB,dot,1,0.75,The dot above an 'i' or 'j' is called a 'tittle',1,0.8
R_0IpoOVIHwe2BkKB,iron,1,0.9,The Iron Age comes after the Bronze Age,1,0.9
R_0IpoOVIHwe2BkKB,custer,1,0.9,Custer was defeated at Little Bighorn,1,0.9
R_0IpoOVIHwe2BkKB,newz,1,0.5,Wellington is located on New Zealand's North Island.,1,0.5
R_0IpoOVIHwe2BkKB,Ocean,1,0.8,The Indian Ocean is the third largest ocean in the world,1,0.8
R_0IpoOVIHwe2BkKB,Berlin,1,0.8,The Berlin Wall was constructed by East Germany,1,0.7
R_0IpoOVIHwe2BkKB,africa,1,0.8,There are more countries in Africa than Asia,1,0.8
R_0IpoOVIHwe2BkKB,lincoln,0,0.5,Schuyler Colfax was Abraham Lincoln's Vice President,0,0.5
R_0IpoOVIHwe2BkKB,atlantic,0,0.05,Columbus crossed the Atlantic in the Mary Rose,0,1
R_0IpoOVIHwe2BkKB,femur,1,0.8,The longest bone in the human body is the femur,1,0.8
R_0IpoOVIHwe2BkKB,year,1,0.8,A lightyear is a unit of distance,1,1
R_0IpoOVIHwe2BkKB,Memphis,1,0.85,Memphis is the state capital of Tennessee,0,0.6
R_3EXTKhGkRy88zZc,station,0,0.4,Grand Central in New York is the world's most used train station.,0,0.7
R_3EXTKhGkRy88zZc,letters,1,0.6,There are more 5 letter words than 12 letter words,0,0.7
R_3EXTKhGkRy88zZc,japan,1,0.2,Japan has the world's highest life expectancy,0,0.8
R_3EXTKhGkRy88zZc,kili,0,0.5,Mount Kilimanjaro is higher than Denali,0,0.6
R_3EXTKhGkRy88zZc,nile,1,0.5,The Nile River is more than double the length of the Volga,0,0.6
R_3EXTKhGkRy88zZc,muon,1,0.5,A muon has negative electric charge,1,0.6
R_3EXTKhGkRy88zZc,insects,0,0.6,Centipedes are considered insects,0,0.8
R_3EXTKhGkRy88zZc,jhb,1,0.5,Johannesburg is one of South Africa's three capital cities,0,0.6
R_3EXTKhGkRy88zZc,wu,1,0.6,More people speak Wu Chinese than Cantonese,1,0.7
R_3EXTKhGkRy88zZc,living,0,0.5,More living languages originate in N/S America than Europe,1,0.9
R_3EXTKhGkRy88zZc,mozam,1,0.5,Portuguese is the official language of Mozambique,1,0.9
R_3EXTKhGkRy88zZc,red,0,0.3,Red is higher frequency light than Blue,0,0.7
R_3EXTKhGkRy88zZc,russian,1,0.5,The Russian Cyrillic alphabet contains 29 letters,0,0.6
R_3EXTKhGkRy88zZc,eggs,0,0.5,A monotreme is a mammal which lays eggs,1,0.7
R_3EXTKhGkRy88zZc,ecuador,1,0.4,The point furthest from Earth's center is in Ecuador.,1,0.7
R_3EXTKhGkRy88zZc,jupiter,1,0.5,Jupiter was first discovered by Galileo Galilei,0,0.6
R_3EXTKhGkRy88zZc,Boer,0,0.5,The Crimean War was fought before the Boer Wars,1,0.7
R_3EXTKhGkRy88zZc,moldova,0,0.5,Transnistria is a disputed territory in Moldova,1,0.7
R_3EXTKhGkRy88zZc,alex,0,0.5,Alexander the Great became Pharaoh of Egypt,1,0.9
R_3EXTKhGkRy88zZc,leg,0,0.5,Blackbeard had a wooden leg,0,0.8
R_3EXTKhGkRy88zZc,alpha,1,0.2,An alpha particle is identical to a helium nucleus,1,0.8
R_3EXTKhGkRy88zZc,china,1,0.5,China borders the same number of countries as Russia,1,0.8
R_3EXTKhGkRy88zZc,constant,0,0.5,Avogadro's constant is greater than Planck's constant,1,0.9
R_3EXTKhGkRy88zZc,joan,1,0.8,Joan of Arc fought at the Battle of Agincourt,0,0.9
R_3EXTKhGkRy88zZc,nigeria,0,0.5,Nigeria is the country with most indigenous languages,0,0.8
R_3EXTKhGkRy88zZc,zip,1,0.5,The Empire State Building has its own zip code.,1,0.8
R_3EXTKhGkRy88zZc,khan,1,0.4,Genghis Khan's real name was Temujin,1,0.6
R_3EXTKhGkRy88zZc,norway,1,0.5,Norway separated from Sweden in the 20th Century,1,0.7
R_3EXTKhGkRy88zZc,baikal,0,0.5,Lake Baikal is the deepest lake in the world.,1,0.9
R_3EXTKhGkRy88zZc,billy,0,0.4,Billy the Kid never actually shot anyone dead,0,0.8
R_3EXTKhGkRy88zZc,cyprus,0,0.5,Cyprus is the only country to depict its map on its flag,0,0.8
R_3EXTKhGkRy88zZc,Beijing,1,0.1,Shanghai has a greater population than Beijing,1,0.8
R_3EXTKhGkRy88zZc,Borneo,1,0.4,The island of Borneo is occupied by three countries,1,0.7
R_3EXTKhGkRy88zZc,churchil,1,0.6,Sir Winston churchil was a Labour Prime Minister,0,0.8
R_3EXTKhGkRy88zZc,einstein,0,0.5,Albert Einstein never won a Nobel Prize in Physics,0,0.7
R_3EXTKhGkRy88zZc,fluffy,1,0.5,There is no German word meaning 'fluffy',0,0.8
R_3EXTKhGkRy88zZc,hydrogen,1,0.5,"When Hydrogen nuclei fuse, total mass decreases",1,0.8
R_3EXTKhGkRy88zZc,indiana,0,0.5,"Of all the American state flags, Indiana's has the most stars.",0,0.8
R_3EXTKhGkRy88zZc,euro,1,0.5,The currency of Switzerland is the Euro,0,0.8
R_3EXTKhGkRy88zZc,Georgia,1,0.5,Abkhazia is a disputed territory in Georgia.,1,0.6
R_3EXTKhGkRy88zZc,brass,1,0.5,Brass is an alloy of Copper and Mercury,0,0.7
R_3EXTKhGkRy88zZc,faroe,1,0.4,The Faroe Islands are an Icelandic territory.,0,0.7
R_3EXTKhGkRy88zZc,french,1,0.2,There are more native Japanese speakers than native French speakers,1,0.6
R_3EXTKhGkRy88zZc,andes,1,0.5,Part of the Andes mountain range is in Brazil.,0,0.7
R_3EXTKhGkRy88zZc,aorta,1,0.4,The aorta is a vein,0,0.7
R_3EXTKhGkRy88zZc,bigben,0,0.6,The White House was built before Big Ben,1,0.8
R_3EXTKhGkRy88zZc,Greek,0,0.5,There are 24 letters in the Greek alphabet,1,0.6
R_3EXTKhGkRy88zZc,birm,0,0.6,"Birmingham, Alabama has a larger population than Birmingham, UK.",0,0.7
R_3EXTKhGkRy88zZc,kyrgyz,1,0.5,More people speak Kyrgyz than Uzbek,0,0.7
R_3EXTKhGkRy88zZc,leptons,0,0.6,Leptons are made up of quarks,0,0.7
R_3EXTKhGkRy88zZc,macbeth,1,0.4,William Wallace lived before King Macbeth,0,0.6
R_3EXTKhGkRy88zZc,iberian,0,0.4,Croatia is on the Iberian Peninsula.,0,0.8
R_3EXTKhGkRy88zZc,nero,1,0.4,Nero was the first Roman Emperor,0,0.6
R_3EXTKhGkRy88zZc,rome,1,0.7,The Magna Carta was signed in Rome,0,0.8
R_3EXTKhGkRy88zZc,sahara,1,0.5,The Sahara Desert has a greater area than USA,0,0.7
R_3EXTKhGkRy88zZc,cow,1,0.5,'Cheval' is French for 'cow',0,0.7
R_3EXTKhGkRy88zZc,Tin,1,0.6,The chemical symbol for Tin is Sn,1,0.8
R_3EXTKhGkRy88zZc,widow,1,0.5,Napoleon Bonaparte's first wife was a widow,1,0.8
R_3EXTKhGkRy88zZc,rocket,0,0.6,Stephenson's Rocket was the first steam locomotive,0,0.8
R_3EXTKhGkRy88zZc,nitrogen,1,0.4,Earth's atmosphere is mostly Nitrogen,1,0.7
R_3EXTKhGkRy88zZc,riverSA,1,0.5,The Rub' al Khali is the longest river in Saudi Arabia.,0,0.7
R_3EXTKhGkRy88zZc,vjday,1,0.6,VJ Day occurred prior to VE Day,0,0.8
R_3EXTKhGkRy88zZc,landl,1,0.6,Paraguay is a landlocked country.,1,0.7
R_3EXTKhGkRy88zZc,louis,0,0.5,Marie Antoinette was married to Louis XVI,1,0.7
R_3EXTKhGkRy88zZc,uranus,0,0.4,Uranus is bigger than Saturn,0,0.6
R_3EXTKhGkRy88zZc,death,1,0.3,Socrates was sentenced to death,1,0.7
R_3EXTKhGkRy88zZc,Rosetta,1,0.5,The Rosetta Stone contains an Ancient Greek section,1,0.6
R_3EXTKhGkRy88zZc,anagram,1,0.5,There are no single word anagrams of the word 'anagram',1,0.8
R_3EXTKhGkRy88zZc,dot,1,0.5,The dot above an 'i' or 'j' is called a 'tittle',1,0.6
R_3EXTKhGkRy88zZc,iron,0,0.4,The Iron Age comes after the Bronze Age,1,0.7
R_3EXTKhGkRy88zZc,custer,1,0.6,Custer was defeated at Little Bighorn,1,0.8
R_3EXTKhGkRy88zZc,newz,1,0.4,Wellington is located on New Zealand's North Island.,1,0.7
R_3EXTKhGkRy88zZc,Ocean,1,0.5,The Indian Ocean is the third largest ocean in the world,1,0.6
R_3EXTKhGkRy88zZc,Berlin,1,0.4,The Berlin Wall was constructed by East Germany,1,0.7
R_3EXTKhGkRy88zZc,africa,1,0.8,There are more countries in Africa than Asia,1,0.8
R_3EXTKhGkRy88zZc,lincoln,1,0.5,Schuyler Colfax was Abraham Lincoln's Vice President,0,0.8
R_3EXTKhGkRy88zZc,atlantic,0,0.4,Columbus crossed the Atlantic in the Mary Rose,0,0.6
R_3EXTKhGkRy88zZc,femur,1,0.5,The longest bone in the human body is the femur,1,0.6
R_3EXTKhGkRy88zZc,year,1,0.5,A lightyear is a unit of distance,1,0.9
R_3EXTKhGkRy88zZc,Memphis,0,0.5,Memphis is the state capital of Tennessee,0,0.9
R_2B2jAqqnrElA2sI,station,1,0.9,Grand Central in New York is the world's most used train station.,0,0.9
R_2B2jAqqnrElA2sI,letters,1,0.8,There are more 5 letter words than 12 letter words,0,0.9
R_2B2jAqqnrElA2sI,japan,1,0.95,Japan has the world's highest life expectancy,0,0.9
R_2B2jAqqnrElA2sI,kili,1,0.75,Mount Kilimanjaro is higher than Denali,0,0.7
R_2B2jAqqnrElA2sI,nile,1,0.85,The Nile River is more than double the length of the Volga,0,0.9
R_2B2jAqqnrElA2sI,muon,1,0.6,A muon has negative electric charge,1,0.5
R_2B2jAqqnrElA2sI,insects,1,0.97,Centipedes are considered insects,0,1
R_2B2jAqqnrElA2sI,jhb,0,0.28,Johannesburg is one of South Africa's three capital cities,0,0.7
R_2B2jAqqnrElA2sI,wu,0,0.3,More people speak Wu Chinese than Cantonese,1,0.9
R_2B2jAqqnrElA2sI,living,1,0.8,More living languages originate in N/S America than Europe,1,0.9
R_2B2jAqqnrElA2sI,mozam,0,0.1,Portuguese is the official language of Mozambique,1,1
R_2B2jAqqnrElA2sI,red,1,0.9,Red is higher frequency light than Blue,0,0.5
R_2B2jAqqnrElA2sI,russian,0,0.74,The Russian Cyrillic alphabet contains 29 letters,0,0.7
R_2B2jAqqnrElA2sI,eggs,0,0.35,A monotreme is a mammal which lays eggs,1,0.6
R_2B2jAqqnrElA2sI,ecuador,0,0.4,The point furthest from Earth's center is in Ecuador.,1,0.8
